Name,BSE_code,NSE_code,Industry,Current_Price,Market_Capitalization
DU Digital,,DUGLOBAL,Miscellaneous, 75 , 523 
Indian,,IEML,Chemicals, 428 , 523 
Viviana Power,,VIVIANA,Transmisson Line Towers / Equipment, 885 , 528 
RBZ Jewellers Lt,544060,RBZJEWEL,Diamond Cutting / Jewellery, 132 , 530 
Kriti Nutrients,533210,KRITINUT,Solvent Extraction, 106 , 532 
TAC Infosec,,TAC,Computers - Software - Medium / Small, 508 , 533 
Asahi Songwon,532853,ASAHISONG,Dyes And Pigments, 454 , 536 
Kilitch Drugs,524500,KILITCH,Pharmaceuticals - Indian - Formulations, 334 , 538 
TBI Corn,,TBI,Food - Processing - Indian, 297 , 539 
Vipul Ltd,511726,VIPULLTD,Construction, 45 , 540 
Deep Energy,532760,DEEPENR,Oil Drilling / Allied Services, 169 , 540 
Zim Laboratories,541400,ZIMLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln, 111 , 540 
Winsol,,WINSOL,Engineering - Turnkey Services, 469 , 541 
Kanoria Chem.,506525,KANORICHEM,Chemicals, 125 , 545 
Mazda,523792,MAZDA,Engineering," 1,363 ", 546 
Vikram Thermo,530477,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 174 , 546 
XT Global Infot.,531225,,Computers - Software - Medium / Small, 41 , 547 
Axita Cotton,542285,AXITA,Textiles - Products, 21 , 553 
Iris Clothings,,IRISDOREME,Textiles - Products, 68 , 555 
Singer India,505729,,Engineering, 91 , 555 
Reliance Communi,532712,RCOM,Telecommunications - Service Provider, 2 , 556 
PNGS Gargi FJ,543709,,Trading, 578 , 556 
HCL Infosystems,500179,HCL-INSYS,Computers - Hardware, 17 , 557 
Music Broadcast,540366,RADIOCITY,Entertainment / Electronic Media Software, 16 , 557 
Alankit,531082,ALANKIT,Computers - Software - Medium / Small, 21 , 560 
Cybertech Sys.,532173,CYBERTECH,Computers - Software - Medium / Small, 180 , 560 
Rudra Global,539226,,Steel - Medium / Small, 56 , 560 
Indo Borax & Ch.,524342,INDOBORAX,Chemicals, 175 , 561 
Parsvnath Devl.,532780,PARSVNATH,Construction, 13 , 564 
Kronox Lab,544187,KRONOX,Chemicals, 153 , 568 
Aarti Surfactant,543210,AARTISURF,Chemicals, 675 , 571 
NBI Indl. Fin.,,NBIFIN,Finance & Investments," 2,330 ", 572 
Nitco,532722,NITCO,Trading, 80 , 572 
Orient Bell,530365,ORIENTBELL,Ceramics - Tiles / Sanitaryware, 393 , 573 
Swadeshi Polytex,503816,,Construction, 147 , 574 
Nikhil Adhesives,526159,,Chemicals, 125 , 574 
Supershakti Met.,541701,,Steel - Medium / Small, 500 , 576 
Sealmatic India,543782,,Engineering, 638 , 577 
Medicamen Biotec,531146,MEDICAMEQ,Pharmaceuticals - Indian - Formulations, 455 , 578 
Nahar Indl. Ent.,519136,NAHARINDUS,Textiles - Cotton/Blended, 134 , 580 
Kaya Ltd,539276,KAYA,Miscellaneous, 444 , 580 
Bhartiya Intl.,526666,BIL,Leather / Leather Products, 477 , 582 
Accent Microcell,,ACCENTMIC,Pharmaceuticals - Indian - Bulk Drugs & Formln, 277 , 583 
Sheetal Cool,540757,SCPL,Food - Processing - Indian, 558 , 586 
Oswal Agro Mills,500317,OSWALAGRO,Trading, 44 , 587 
Kamat Hotels,526668,KAMATHOTEL,Hotels, 227 , 587 
SIL Investments,521194,SILINV,Finance & Investments, 555 , 588 
Nupur Recyclers,,NRL,Trading, 86 , 588 
TruCap Finance,540268,TRU,Finance & Investments, 51 , 591 
Anjani Portland,518091,APCL,Cement - South India, 201 , 591 
Orient Ceratech,504879,ORIENTCER,Refractories / Intermediates, 49 , 592 
Worth Investment,538451,,Finance & Investments, 400 , 593 
Nova Agritech,544100,NOVAAGRI,Fertilizers, 64 , 595 
R S Software (I),517447,RSSOFTWARE,Computers - Software - Medium / Small, 231 , 595 
Sinclairs Hotels,523023,SINCLAIR,Hotels, 116 , 595 
Nahar Poly,523391,NAHARPOLY,Packaging, 242 , 596 
Mac Charles(I),507836,,Power Generation And Supply, 455 , 596 
Oricon Enterpris,513121,ORICONENT,Packaging, 38 , 597 
Prevest Denpro,543363,,Healthcare, 498 , 597 
Empire Inds.,509525,,Diversified - Medium / Small, 997 , 598 
Naperol Invest.,500298,,Finance & Investments," 1,042 ", 599 
Annapurna Swadi.,,ANNAPURNA,Food - Processing - Indian, 341 , 600 
Starlineps Enter,540492,,Trading, 139 , 600 
Teerth,,TGL,Construction, 502 , 602 
TRF,505854,TRF,Engineering, 548 , 603 
Valiant Laborato,543998,VALIANTLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln, 139 , 603 
Remedium Life,539561,,Trading, 60 , 606 
PTL Enterprises,509220,PTL,Miscellaneous, 46 , 606 
Bartronics India,532694,ASMS,Computers - Software - Medium / Small, 20 , 608 
Gretex Corporate,543324,,Finance & Investments, 528 , 608 
Mirza Internatio,526642,MIRZAINT,Leather / Leather Products, 44 , 609 
R&B Denims,538119,,Textiles - Cotton/Blended, 68 , 610 
Sri Adhik. Bros.,530943,SABTNL,Entertainment / Electronic Media Software, 242 , 615 
Frontier Springs,522195,,Auto Ancillaries," 1,565 ", 616 
3i Infotech,532628,3IINFOLTD,Computers - Software - Medium / Small, 36 , 617 
PVP Ventures,517556,PVP,Construction, 24 , 618 
Sh. Jagdamba Pol,512453,,Packaging, 709 , 621 
Pyramid Technopl,543969,PYRAMID,Packaging, 170 , 625 
Affordable Robo.,541402,,Engineering, 557 , 626 
H T Media,532662,HTMEDIA,Entertainment / Electronic Media Software, 27 , 627 
Precot,,PRECOT,Textiles - Cotton/Blended, 523 , 627 
BPL,500074,BPL,Electronics - Components, 129 , 629 
Munjal Showa,520043,MUNJALSHOW,Auto Ancillaries, 157 , 630 
Uravi T & Wedge,543930,URAVI,Auto Ancillaries, 576 , 634 
Khadim India,540775,KHADIM,Leather / Leather Products, 350 , 634 
Manaksia,532932,MANAKSIA,Trading, 97 , 637 
Cons. Finvest,,CONSOFINVT,Finance & Investments, 197 , 637 
Sayaji Hotels,523710,,Hotels, 365 , 639 
Cellecor Gadgets,,CELLECOR,Trading, 305 , 640 
TVS Elec.,532513,TVSELECT,Computers - Hardware, 344 , 641 
Artson Engg.,522134,,Engineering - Turnkey Services, 175 , 644 
Tara Chand Infra,,TARACHAND,Diversified - Medium / Small, 425 , 645 
Niyogin Fintech,538772,,Finance & Investments, 68 , 648 
Gourmet Gateway,506134,,Hotels, 48 , 648 
Liberty Shoes,526596,LIBERTSHOE,Leather / Leather Products, 381 , 649 
Haz.Multi Proj.,532467,,Construction, 347 , 649 
Bright Outdoor,543831,,Miscellaneous, 448 , 652 
Modern Insulator,515008,,Electric Equipment, 138 , 652 
Kore Digital,,KDL,Transmisson Line Towers / Equipment," 1,631 ", 654 
Pavna Industries,543915,PAVNAIND,Auto Ancillaries, 538 , 655 
Balaxi Pharma,,BALAXI,Trading, 119 , 659 
Sreeleathers,535601,SREEL,Trading, 285 , 660 
Stovec Inds.,504959,,Textile Machinery," 3,158 ", 660 
Advani Hotels.,523269,ADVANIHOTR,Hotels, 72 , 662 
Indag Rubber,509162,,Miscellaneous, 253 , 663 
Kernex Microsys.,532686,KERNEX,Electronics - Components, 396 , 664 
Sh.Pushkar Chem.,539334,SHREEPUSHK,Dyes And Pigments, 211 , 666 
Wise Travel,,WTICAB,Travel Agencies, 280 , 667 
AVG Logistics,543910,AVG,Miscellaneous, 490 , 669 
Shree Tirupati,,TIRUPATI,Packaging, 662 , 670 
Jay Jalaram Tech,,KORE,Trading, 608 , 677 
Pratham EPC,,PRATHAM,Construction, 382 , 679 
Vikas Ecotech,530961,VIKASECO,Diversified - Medium / Small, 4 , 681 
Virtuoso Optoel.,543597,,Domestic Appliances, 299 , 683 
Black Rose Indus,514183,,Trading, 134 , 683 
Shankar Lal Ram.,542232,,Trading, 107 , 683 
Sakar Healthcare,,SAKAR,Pharmaceuticals - Indian - Bulk Drugs & Formln, 314 , 684 
FCS Software,532666,FCSSOFT,Computers - Software - Medium / Small, 4 , 684 
TPL Plastech,526582,TPLPLASTEH,Packaging, 88 , 686 
Scooters India,505141,,Automobiles - Scooters And 3 - Wheelers, 79 , 688 
D P Wires,543962,DPWIRES,Steel - Medium / Small, 445 , 689 
Race Eco,537785,RACE,Trading, 420 , 691 
Hindustan Motors,500500,HINDMOTORS,Automobiles - Passenger Cars, 33 , 691 
Viceroy Hotels,523796,VHLTD,Hotels, 110 , 692 
Nandan Denim,532641,NDL,Textiles - Products, 48 , 692 
Khaitan Chemical,507794,KHAICHEM,Fertilizers, 71 , 692 
Apex Frozen Food,540692,APEX,Aquaculture, 222 , 694 
RMC Switchgears,540358,,Electric Equipment, 674 , 695 
MMP Industries,,MMP,Aluminium and Aluminium Products, 274 , 695 
Plastiblends (I),523648,PLASTIBLEN,Chemicals, 267 , 695 
Remsons Ind,530919,REMSONSIND,Auto Ancillaries, 999 , 697 
SKM Egg Prod.,532143,SKMEGGPROD,Food - Processing - Indian, 265 , 698 
Nicco Parks,526721,,Recreation / Amusement Parks, 150 , 703 
Nectar Lifesci.,532649,NECLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln, 31 , 703 
S J Logistics (I,,SJLOGISTIC,Miscellaneous, 486 , 704 
Donear Inds.,512519,DONEAR,Textiles - Processing, 136 , 706 
Emami Paper,533208,EMAMIPAP,Paper, 117 , 707 
Prime Securities,500337,PRIMESECU,Finance & Investments, 211 , 709 
Career Point,533260,CAREERP,Miscellaneous, 391 , 711 
Balaji Telefilms,532382,BALAJITELE,Entertainment / Electronic Media Software, 70 , 712 
A.K.Capital Serv,530499,,Finance & Investments," 1,079 ", 712 
VL E-Governance,543958,VLEGOV,Computers - Software - Medium / Small, 67 , 713 
Sukhjit Starch,524542,SUKHJITS,Miscellaneous, 457 , 713 
Mallcom (India),539400,MALLCOM,Textiles - Products," 1,148 ", 716 
Laxmi Goldorna,,LGHL,Construction, 344 , 717 
Concord Control,543619,,Electric Equipment," 1,200 ", 718 
Hindustan Media,533217,HMVL,Entertainment / Electronic Media Software, 98 , 719 
Simplex Infra,523838,SIMPLEXINF,Construction, 126 , 721 
W S Inds.,504220,WSI,Construction, 143 , 721 
Shreyas Shipping,520151,SHREYAS,Shipping, 329 , 722 
Birla Cable,500060,BIRLACABLE,Cables - Telephone, 241 , 723 
Haldyn Glass,515147,,Glass & Glass Products, 136 , 729 
Macfos,543787,,Trading, 775 , 730 
Radhika Jeweltec,540125,RADHIKAJWE,Diamond Cutting / Jewellery, 62 , 730 
Ruby Mills,503169,RUBYMILLS,Textiles - Composite, 218 , 731 
Wim Plast,526586,,Plastics Products, 609 , 731 
Arihant Capital,511605,ARIHANTCAP,Finance & Investments, 70 , 733 
Mold-Tek Technol,526263,MOLDTECH,Engineering - Turnkey Services, 257 , 733 
High Energy Bat.,504176,,Electric Equipment, 820 , 735 
Goa Carbon,509567,GOACARBON,Petrochemicals, 806 , 738 
MBL Infrast,533152,MBLINFRA,Construction, 67 , 738 
Bhageria Indust.,530803,BHAGERIA,Dyes And Pigments, 170 , 740 
Vinyl Chemicals,524129,VINYLINDIA,Trading, 405 , 743 
Finkurve Fin.,508954,,Finance & Investments, 59 , 746 
Bedmutha Indus.,533270,BEDMUTHA,Steel - Medium / Small, 232 , 749 
Brand Concepts,543442,BCONCEPTS,Trading, 674 , 750 
Ritco Logistics,542383,RITCO,Miscellaneous, 306 , 750 
Sunshield Chem.,530845,,Chemicals," 1,026 ", 754 
Veefin Solutions,543931,,Computers - Software - Medium / Small, 334 , 754 
Rane Brake Lin.,532987,RBL,Auto Ancillaries, 977 , 756 
Nagarjuna Fert.,539917,NAGAFERT,Fertilizers, 13 , 757 
Nitta Gelatin,506532,,Chemicals, 835 , 758 
OnMobile Global,532944,ONMOBILE,Telecommunications - Service Provider, 72 , 762 
Hind.Composites,509635,HINDCOMPOS,Auto Ancillaries, 517 , 764 
Pashupati Cotsp.,,PASHUPATI,Textiles - Cotton/Blended, 500 , 764 
Ind-Swift Labs.,532305,INDSWFTLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln, 130 , 768 
Kisan Mouldings,530145,,Plastics Products, 64 , 768 
Arfin India,539151,,Aluminium and Aluminium Products, 46 , 773 
Saraswati Commer,512020,,Finance & Investments," 7,522 ", 775 
Vintage Coffee,538920,,Tea, 67 , 775 
Atmastco Ltd,,ATMASTCO,Engineering - Turnkey Services, 314 , 777 
Albert David,524075,ALBERTDAVD,Pharmaceuticals - Indian - Bulk Drugs & Formln," 1,361 ", 777 
20 Microns,533022,20MICRONS,Mining / Minerals / Metals, 221 , 779 
SPML Infra,500402,SPMLINFRA,Construction, 159 , 779 
Maan Aluminium,532906,MAANALU,Aluminium and Aluminium Products, 144 , 780 
KSE,519421,,Food - Processing - Indian," 2,436 ", 780 
Tantia Constr.,532738,TCLCONS,Construction, 50 , 782 
Lotus Chocolate,523475,,Food - Processing - Indian, 609 , 782 
DMCC Speciality,506405,DMCC,Chemicals, 314 , 784 
Lokesh Mach.,532740,LOKESHMACH,Engineering, 424 , 785 
Menon Bearings,523828,MENONBE,Bearings, 140 , 786 
Suraj Products,518075,,Steel - Medium / Small, 690 , 787 
Mindteck (India),517344,MINDTECK,Computers - Software - Medium / Small, 310 , 789 
Davangere Sugar,543267,DAVANGERE,Sugar, 8 , 789 
GeeCee Vent.,532764,GEECEE,Construction, 381 , 797 
Artemis Electri.,542670,,Electric Equipment, 32 , 799 
Capital India,530879,,Finance & Investments, 104 , 805 
T B Z,534369,TBZ,Diamond Cutting / Jewellery, 121 , 806 
Oriental Carbon,506579,OCCL,Chemicals, 810 , 809 
S Chand & Compan,540497,SCHAND,Printing & Stationery, 231 , 813 
Spencer's Retail,542337,SPENCERS,Trading, 90 , 813 
The Invest.Trust,530023,THEINVEST,Finance & Investments, 156 , 813 
Kothari Petroche,,KOTHARIPET,Petrochemicals, 139 , 816 
Ratnaveer Precis,543978,RATNAVEER,Steel - Medium / Small, 168 , 816 
Panacea Biotec,531349,PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln, 134 , 821 
Veljan Denison,505232,,Engineering," 1,828 ", 823 
Dhunseri Invest.,533336,DHUNINV,Finance & Investments," 1,351 ", 823 
Supreme Power,,SUPREMEPWR,Electric Equipment, 330 , 823 
Forbes & Co,502865,,Engineering, 640 , 826 
Megatherm,,MEGATHERM,Engineering, 440 , 829 
Sarveshwar Foods,543688,SARVESHWAR,Food - Processing - Indian, 9 , 837 
Chembond Chem.,530871,CHEMBOND,Chemicals, 624 , 840 
Dharmaj Crop,543687,DHARMAJ,Pesticides / Agrochemicals - Indian, 249 , 842 
Wealth First Por,,WEALTH,Finance & Investments, 791 , 843 
Newtime Infra.,531959,,Construction, 16 , 844 
STEL Holdings,533316,STEL,Finance & Investments, 458 , 846 
Morganite Crucib,523160,,Refractories / Intermediates," 1,511 ", 846 
Bajaj Steel Inds,507944,,Engineering," 1,628 ", 846 
Speciality Rest.,534425,SPECIALITY,Hotels, 176 , 847 
Radiant Cash,543732,RADIANTCMS,Miscellaneous, 79 , 848 
Arrow Greentech,516064,ARROWGREEN,Plastics Products, 563 , 849 
T N Petro Prod.,500777,TNPETRO,Chemicals, 95 , 854 
N R Agarwal Inds,516082,NRAIL,Paper, 503 , 857 
Voith Paper,522122,,Textiles - Products," 1,955 ", 858 
Ashima,514286,ASHIMASYN,Textiles - Cotton/Blended, 45 , 860 
Foods & Inns,507552,FOODSIN,Food - Processing - Indian, 147 , 861 
Linc,531241,LINC,Printing & Stationery, 579 , 861 
Bharat Parenter.,541096,,Pharmaceuticals - Indian - Formulations," 1,491 ", 861 
Drone Destinatio,,DRONE,Miscellaneous, 354 , 861 
Ceinsys Tech,538734,,Computers - Software - Medium / Small, 528 , 863 
Chemfab Alka.,541269,CHEMFAB,Chemicals, 607 , 863 
Sarla Performanc,526885,SARLAPOLY,Textiles - Spinning - Synthetic / Blended, 103 , 863 
Integra Engg.,505358,,Engineering, 253 , 870 
Cheviot Company,526817,CHEVIOT,Textiles - Jute - Yarn / Products," 1,447 ", 870 
GHCL Textiles,543918,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended, 91 , 871 
GFL,500173,GFLLIMITED,Finance & Investments, 80 , 876 
DE Nora India,590031,DENORA,Engineering," 1,656 ", 879 
HP Adhesives,543433,HPAL,Chemicals, 96 , 881 
SBC Exports,542725,SBC,Textiles - Products, 28 , 884 
U P Hotels,509960,,Hotels," 1,645 ", 888 
TAAL Enterprises,539956,,Transport - Airlines," 2,850 ", 888 
Munjal Auto Inds,520059,MUNJALAU,Auto Ancillaries, 89 , 889 
ABS Marine,,ABSMARINE,Shipping, 362 , 889 
Hampton Sky,526407,,Finance & Investments, 32 , 890 
Jagsonpal Pharma,507789,JAGSNPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln, 338 , 893 
Andhra Cements,532141,ACL,Cement - South India, 97 , 897 
Onward Technolog,517536,ONWARDTEC,Computers - Software - Medium / Small, 398 , 899 
Repro India,532687,REPRO,Printing & Stationery, 631 , 902 
Global Surfaces,543829,GSLSU,Miscellaneous, 213 , 903 
Ambika Cotton,531978,AMBIKCO,Textiles - Cotton/Blended," 1,582 ", 906 
NINtec Systems,539843,NINSYS,Computers - Software - Medium / Small, 488 , 907 
EKI Energy,543284,,Miscellaneous, 329 , 907 
Gloster Ltd,542351,GLOSTERLTD,Textiles - Jute - Yarn / Products, 829 , 907 
Asian Granito,532888,ASIANTILES,Ceramics - Tiles / Sanitaryware, 72 , 913 
Jindal Photo,532624,JINDALPHOT,Finance & Investments, 894 , 917 
Tracxn Technolo.,543638,TRACXN,Computers - Software - Medium / Small, 88 , 917 
Ugar Sugar Works,530363,UGARSUGAR,Sugar, 82 , 919 
Jaykay Enter.,500306,,Miscellaneous, 157 , 919 
MKVentures Cap.,514238,,Finance & Investments," 2,392 ", 920 
Rushil Decor,533470,RUSHIL,Miscellaneous, 346 , 920 
Jayant Agro Org.,524330,JAYAGROGN,Chemicals, 307 , 920 
Giriraj Civil,,GIRIRAJ,Construction, 385 , 921 
Oswal Green Tech,539290,OSWALGREEN,Finance & Investments, 36 , 922 
Aurum Proptech,539289,AURUM,Computers - Software - Medium / Small, 155 , 922 
Danlaw Tech.,532329,,Electronics - Components," 1,894 ", 922 
Silver Touch,543525,SILVERTUC,Computers - Software - Medium / Small, 729 , 924 
IM+ Capitals,511628,,Finance & Investments, 777 , 926 
J.G.Chemicals,544138,JGCHEM,Chemicals, 237 , 927 
Bajaj Healthcare,539872,BAJAJHCARE,Pharmaceuticals - Indian - Bulk Drugs & Formln, 337 , 929 
Zee Media,532794,ZEEMEDIA,Entertainment / Electronic Media Software, 15 , 931 
Vikas Lifecare,542655,VIKASLIFE,Trading, 5 , 934 
S T C,512531,STCINDIA,Trading, 156 , 936 
Jindal Poly Inve,536773,JPOLYINVST,Finance & Investments, 892 , 937 
Kriti Industries,526423,KRITI,Plastics Products, 189 , 937 
Moneyboxx Fin.,538446,,Finance & Investments, 307 , 937 
Chemcon Special.,543233,CHEMCON,Chemicals, 256 , 939 
Primo Chemicals,506852,,Chlor Alkali / Soda Ash, 39 , 940 
Zuari Agro Chem.,534742,ZUARI,Fertilizers, 223 , 940 
Permanent Magnet,504132,,Electronics - Components," 1,098 ", 944 
Dhampur Bio,543593,DBOL,Sugar, 142 , 945 
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments, 167 , 945 
Sr.Rayala.Hypo,532842,SRHHYPOLTD,Chemicals, 552 , 947 
Axtel Industries,523850,,Engineering, 587 , 948 
Windsor Machines,522029,WINDMACHIN,Engineering, 147 , 954 
TGV Sraac,507753,,Chlor Alkali / Soda Ash, 89 , 956 
Vasa Denticity,,DENTALKART,Trading, 598 , 958 
ADC India,523411,,Telecommunications - Equipment," 2,087 ", 960 
3B Blackbio,532067,,Healthcare," 1,121 ", 962 
Gandhi Spl. Tube,513108,GANDHITUBE,Steel - Medium / Small, 794 , 965 
K&R Rail Engine.,514360,,Construction, 458 , 969 
Bodal Chemicals,524370,BODALCHEM,Dyes And Pigments, 77 , 970 
Algoquant Fin,505725,,Finance & Investments," 1,207 ", 970 
Deccan Cements,502137,DECCANCE,Cement - South India, 695 , 973 
Renaiss. Global,532923,RGL,Diamond Cutting / Jewellery, 101 , 975 
Andhra Petrochem,500012,,Chemicals, 115 , 975 
AGS Transact,543451,AGSTRA,Computers - Hardware, 80 , 980 
Transpek Inds.,506687,,Chemicals," 1,758 ", 982 
Royal Orch.Hotel,532699,ROHLTD,Hotels, 358 , 983 
Shivalik Rasayan,539148,SHIVALIK,Pesticides / Agrochemicals - Indian, 633 , 985 
Ravindra Energy,504341,,Miscellaneous, 64 , 986 
Basilic Fly Stud,,BASILIC,Entertainment / Electronic Media Software, 424 , 986 
RSWM Ltd,500350,RSWM,Textiles - Cotton/Blended, 209 , 987 
Pakka,516030,PAKKA,Paper, 253 , 989 
Spel Semiconduct,517166,,Electronics - Components, 215 , 990 
Indo Amines,524648,INDOAMIN,Chemicals, 140 , 991 
Khazanchi Jewell,543953,,Trading, 402 , 995 
Focus Lighting,,FOCUS,Electric Equipment, 150 , 996 
Eldeco Housing,523329,ELDEHSG,Construction," 1,014 ", 997 
MSP Steel & Pow.,532650,MSPL,Steel - Medium / Small, 26 , 997 
Visaka Industrie,509055,VISAKAIND,Cement Products, 116 ," 1,002 "
NDR Auto Compon.,543214,NDRAUTO,Auto Ancillaries, 847 ," 1,008 "
Allied Digital,532875,ADSL,Computers - Software - Medium / Small, 183 ," 1,012 "
Kotyark Indust.,,KOTYARK,Miscellaneous, 986 ," 1,013 "
Sat Industries,511076,SATINDLTD,Steel - Medium / Small, 90 ," 1,015 "
Cropster Agro,523105,,Packaging, 406 ," 1,016 "
VLS Finance,511333,VLSFINANCE,Finance & Investments, 293 ," 1,018 "
Rajapalayam Mill,532503,,Textiles - Cotton/Blended," 1,105 "," 1,019 "
Pondy Oxides,532626,POCL,Mining / Minerals / Metals, 812 ," 1,023 "
Essar Shipping,533704,ESSARSHPNG,Shipping, 49 ," 1,023 "
Electrotherm(I),526608,ELECTHERM,Steel - Medium / Small, 805 ," 1,026 "
Faze Three,530079,FAZE3Q,Textiles - Processing, 422 ," 1,026 "
Alliance Integ.,534064,,Steel - Medium / Small, 78 ," 1,027 "
Kellton Tech,519602,KELLTONTEC,Computers - Software - Medium / Small, 106 ," 1,028 "
Elin Electronics,543725,ELIN,Electronics - Components, 208 ," 1,031 "
CSL Finance,530067,CSLFINANCE,Finance & Investments, 453 ," 1,031 "
Z F Steering,505163,,Auto Ancillaries," 1,141 "," 1,035 "
Shree Ganesh Rem,540737,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 809 ," 1,039 "
Jagatjit Inds.,507155,,Breweries & Distilleries, 223 ," 1,045 "
AGI Infra,539042,,Construction, 856 ," 1,045 "
Sar Auto Prod.,538992,,Auto Ancillaries," 2,200 "," 1,048 "
Australian Prem,,APS,Electric Equipment, 533 ," 1,051 "
Sutlej Textiles,532782,SUTLEJTEX,Textiles - Cotton/Blended, 64 ," 1,053 "
Vimta Labs,524394,VIMTALABS,Miscellaneous, 475 ," 1,054 "
DigiSpice Tech.,517214,DIGISPICE,Computers - Software - Medium / Small, 45 ," 1,055 "
Credo Brands,544058,MUFTI,Trading, 164 ," 1,055 "
Nahar Spinning,500296,NAHARSPING,Textiles - Products, 293 ," 1,057 "
Innovana Think.,,INNOVANA,Computers - Software - Medium / Small, 516 ," 1,058 "
Creative Newtech,,CREATIVE,Trading, 750 ," 1,058 "
Dhanlaxmi Bank,532180,DHANBANK,Banks - Private Sector, 42 ," 1,058 "
Mukka Proteins,544135,MUKKA,Food - Processing - Indian, 35 ," 1,059 "
Chamanlal Setia,530307,CLSEL,Food - Processing - Indian, 205 ," 1,059 "
Emkay Taps & Cut,,EMKAYTOOLS,Engineering, 995 ," 1,062 "
Pudumjee Paper,539785,PDMJEPAPER,Paper, 112 ," 1,062 "
Bliss GVS Pharma,506197,BLISSGVS,Pharmaceuticals - Indian - Formulations, 102 ," 1,063 "
Magadh Sugar,540650,MAGADSUGAR,Sugar, 760 ," 1,071 "
Ganesh Benzopl.,500153,GANESHBE,Miscellaneous, 149 ," 1,072 "
Heubach Colorant,506390,HEUBACHIND,Dyes And Pigments, 465 ," 1,073 "
